"Packname","Category","Subcategory","Packprice","Pic1","Pic2","Pic3","Detail"
"Miền Tây: Cần Thơ - Sóc Trăng - Bạc Liêu - Cà Mau - Đất Mũi","6"," NDCTH726-010-220522XE-D","3,490,000","tfd_220223111341_148426.jpg","tfd_220223111506_451409.jpg","tfd_220223112729_921651.jpg","Ngày 1 - CẦN THƠ - CHỢ NỔI CÁI RĂNG - BẠC LIÊU - CÀ MAU (Ăn trưa, tối) Quý khách tự túc tập trung tại bến Ninh Kiều: Xuống thuyền du ngoạn trên sông Cần Thơ, nghe giới thiệu về chợ thủy sản nước ngọt Cần Thơ; trải nghiệm chợ nổi Cái Răng - một hình thức họp chợ đặc trưng tại các ngã sông của vùng đồng bằng sông Cửu Long, chợ nổi quy tụ hàng trăm ghe xuồng, tạo thành nơi mua bán, giao thương các loại trái cây, đặc sản sầm uất trên sông nước. Chợ Nổi Cái Răng đã được công nhận Di Sản Văn Hóa Phi Vật Thể Quốc Gia. Khởi hành đi Bạc Liệu đoàn tham quan: - Nhà công tử Bạc Liêu: do kỹ sư người Pháp thiết kế vào năm 1919, đây được xem là ngôi biệt thự bề thế nhất ở Nam kỳ lục tỉnh lúc bấy giờ. Đoàn nghe kể về giai thoại vàng son một thời của cậu Ba Huy - Người được mệnh danh là “Công tử Bạc Liêu”.   Sau khi ăn trưa, đoàn khởi hành đi Cà Mau. Trên đường đi, Đoàn dừng chân tham quan Nhà thờ Tắc Sậy - nơi an nghỉ của Linh mục Trương Bửu Diệp được nhiều người biết đến với lòng sùng mộ, nơi đây gắn liền với những câu chuyện cảm động về cuộc đời của cha Trương Bửu Diệp.  Đến Cà Mau, đoàn tham quan Lâm Viên 19/05 với vườn chim trong thành phố và khu tưởng niệm Chủ Tịch Hồ Chí Minh.  Nghỉ đêm ở Cà Mau. Ngày 2 - CÀ MAU - ĐẤT MŨI - BẠC LIÊU - NGẮM HOÀNG HÔN CÁNH ĐỒNG ĐIỆN GIÓ (Ăn sáng, trưa, tối) Đoàn trả phòng và khởi hành đến Đất Mũi, di chuyển bằng cano len lỏi trong rừng đước, khám phá khu rừng ngập mặn lớn thứ hai thế giới với hệ sinh thái đa dạng, mang vẻ đẹp hoang dại cùng bầu không khí trong lành. Tại Đất Mũi, đoàn tham quan chinh phục cột cờ Đất Mũi - mô phỏng theo kiến trúc cột cờ Hà Nội, khẳng định chủ quyền lãnh thổ dân tộc, gắn bó Bắc Nam một nhà. Từ trên kỳ đài cao hơn 41 m, du khách có thể thưởng ngoạn bãi bồi đất mũi, vẻ đẹp hùng vĩ của rừng đước bạt ngàn và biển đông mênh mông.   Quý khách dùng bữa trưa tại khu du lịch cộng đồng Hoàng Hôn với những món ăn đặc sản địa phương: cá thòi lòi, vọp, hàu, cua Cà Mau…. Tại đây, Quý khách được trải nghiệm mặc áo bà ba, nón tai bèo và khăn rằn, trải nghiệm các hoạt động như chèo xuồng ba lá, câu cá trên vuông, đi cầu khỉ... Đoàn khởi hành đi Bạc Liêu, tham quan: - Chùa Xiêm Cán: với sắc vàng lộng lẫy cùng thiết kế nhiều hoa văn tỉ mỉ mang đậm dấu ấn Khmer Nam Bộ. Ngoài ra Quý khách còn được nghe thuyết pháp giới thiệu về phật giáo Nam Tông và nét đẹp văn hóa kiến trúc Khmer.  - Cánh Đồng Điện Gió: chiêm ngưỡng vẻ đẹp những tua-bin gió khổng lồ cao hơn 80 m sừng sững trên nền trời xanh với ý nghĩa tạo một nguồn năng lượng sạch vô tận trên mặt biển, giảm thiểu tác động gây hiệu ứng nhà kính…  Nghỉ đêm ở Bạc Liêu. Ngày 3 - BẠC LIÊU - SÓC TRĂNG - CẦN THƠ (Ăn sáng, trưa) Sau bữa sáng, Quý khách tham quan: - Quảng Trường Hùng Vương: hình ảnh cây đàn kìm cách điệu (cao 18,6 m) nhạc cụ không thể thiếu trong đờn ca tài tử cải lương, biểu tượng văn hóa của tỉnh Bạc Liêu.  - Khu lưu niệm nghệ thuật Đờn Ca Tài Tử Nam Bộ và cố nhạc sĩ Cao Văn Lầu: một công trình khái quát về thân thế, sự nghiệp của cố nhạc sĩ Cao Văn lầu, ghi nhận công lao và tôn vinh những đóng góp to lớn của ông cho nghệ thuật Đờn ca tài tử Nam bộ và là người sản sinh ra bản Dạ cổ Hoài lang bất hủ.   Đoàn khởi hành đi Sóc Trăng, tham quan hai ngôi chùa nổi tiếng:  - Chùa Sà Lôn: còn được gọi là ""chùa Chén Kiểu"" do thể hiện được nét văn hóa độc đáo của người Khmer cùng cách thiết kế sáng tạo từ hàng vạn mảnh chén được ốp trên các công trình kiến trúc của chùa. - Chùa Wat Pătum Wôngsa Som Rông - một quần thể kiến trúc Phật giáo rộng lớn, gồm nhiều công trình như chánh điện, ngôi bảo tháp “vạn người mê” đẹp tựa chùa Arun tại Thái Lan. Đặc biệt, tượng Phật Thích Ca nhập niết bàn uy nghiêm với kích thước chiều dài 63 mét… Đoàn quay về Cần Thơ. Kết thúc tour.    Lưu ý - Đây là chương trình du lịch trọn gói, Vietravel không có trách nhiệm hoàn trả chi phí chênh lệch cho các khách hàng thuộc diện miễn giảm hoặc đối tượng ưu tiên như trẻ nhỏ, người lớn tuổi, người có công với cách mạng… Chính sách miễn giảm, ưu tiên (nếu có) chỉ dành cho khách lẻ của các điểm tham quan. - Hành trình có thể thay đổi thứ tự điểm đến tùy vào điều kiện thực tế. - Lịch trình tham quan (tắm biển, ngắm hoa, trải nghiệm,...) rất dễ bị ảnh hưởng bởi thời tiết. Đây là trường hợp bất khả kháng mong Quý khách hiểu và thông cảm. - Khách Sạn có thể ở xa trung tâm thành phố vào các mùa cao điểm.  Điều kiện nhận khách - Đảm bảo nguyên tắc 5K, khử khuẩn, tuân thủ ngồi giãn cách trên xe và đeo khẩu trang suốt quá trình di chuyển. - Khách tham gia tour phải có thẻ xanh covid (khách đã tiêm vaccines ngừa covid đủ liều, thời gian hoàn tất mũi 2 trước 14 ngày và không quá 12 tháng), khách là F0 đã khỏi bệnh trong vòng 06 tháng tính đến thời điểm về địa phương (có giấy ra viện/giấy xác nhận khỏi bệnh của Sở Y Tế). - Trẻ em (đi cùng ba mẹ) phải xét nghiệm covid và có giấy xác nhận âm tính của cơ sở Y tế trước ngày khởi hành 24h (chi phí xét nghiệm tự túc).    Lưu ý: Việc điều chỉnh yêu cầu xét nghiệm covid và mũi tiêm có thể sẽ thay đổi theo quy định hiện hành của Cơ quan Quản lý Nhà nước có thẩm quyền. Vui lòng liên hệ nhân viên tư vấn để biết thêm chi tiết."
"Miền Tây: Cần Thơ - Sóc Trăng - Bạc Liêu - Cà Mau - Đất Mũi","6"," NDCTH726-011-270522XE-D","3,490,000","","","",""
"Miền Tây: Chợ Nổi Cái Răng - Một Ngày Trải Nghiệm Cồn Sơn","6"," NDCTH805-009-280522XE-H","790,000","","","",""
"Cần Thơ - Căn Nhà Màu Tím - Thiền Viện Trúc Lâm Phương Nam - Khu Du Lịch Mỹ Khánh - Chợ Nổi Cái Răng - Vườn Trái Cây ( Tour Mua Ngay) GIÁ DÀNH CHO ĐOÀN XE 16 CHỖ)","6"," NDKGIR065-003-280522XE-V-1","1,290,000","","","",""
"Cần Thơ - Căn Nhà Màu Tím - Thiền Viện Trúc Lâm Phương Nam - Khu Du Lịch Mỹ Khánh - Chợ Nổi Cái Răng - Vườn Trái Cây ( Tour Mua Ngay) GIÁ DÀNH CHO ĐOÀN XE 29 CHỖ)","5"," NDKGIR065-003-280522XE-V","1,150,000","","","",""
"Cần Thơ - Căn Nhà Màu Tím - Thiền Viện Trúc Lâm Phương Nam - Khu Du Lịch Mỹ Khánh - Chợ Nổi Cái Răng - Vườn Trái Cây ( Tour Mua Ngay) GIÁ DÀNH CHO ĐOÀN XE 7 CHỖ)","5"," NDKGIR065-003-280522XE-V-2","1,790,000","","","",""
"Miền Tây - Vĩnh Long - Trải nghiệm Homestay Út Trinh - Làng Gốm Mang Thít","9"," NDSGN832-014-210522XE-D","1,990,000","tfd_201224034059_453934.jpg","tfd_211015061132_378725.jpg","dc_211015_UT%20TRINH%202%20(3).jpg","Ngày 1 - TP. HCM - VĨNH LONG - ÚT TRINH HOMESTAY - ĐẠP XE TRẢI NGHIỆM MIỆT VƯỜN TRÊN CÙ LAO AN BÌNH (Ăn trưa, chiều) Quý khách tập trung tại Vietravel (190 Pasteur, Quận 3, TP. HCM). Đoàn khởi hành đi miền Tây theo tuyến cao tốc Trung Lương ngắm nhìn những cánh đồng lúa và màu xanh vườn tược hai bên đường. Tiếp tục theo QL1 A vượt cầu Cầu Mỹ Thuận - cây cầu treo đầu tiên tại Việt Nam, niềm tự hào của người dân đồng bằng sông Cửu Long. Đến Vĩnh Long, nhân viên Út Trinh Homestay đón chào Quý khách tại bến tàu du lịch  Tiếp tục lên tàu lớn, xuôi dòng Cổ Chiên đến với cù lao Minh, đoàn sẽ đến nhà vườn Út Trinh để thưởng thức bữa trưa với các món ngon của miền sông nước. Sau khi ăn trưa, đoàn nhận phòng tại homestay, nghỉ ngơi. Buổi chiều, đoàn đạp xe quanh làng tìm hiểu cuộc sống của người dân trên Cù lao An Bình.  Quý khách đừng quên dừng ở một góc chợ hay giữa nhịp cầu để ghi lại những hình ảnh thật đẹp bên nhau… ở một khung cảnh thực sự khác xa chốn phố thị ồn ào thường ngày. Về lại homestay, thay quần áo bà ba đen để tham gia tát mương bắt cá… Cái cảm giác lần đầu bước xuống bùn đất phù sa Mekong và bắt được con cá làm ta cảm thấy rất lạ và rất vui! Đoàn tắm rửa (có thể tắm sông, có áo phao). Quý khách vào bếp cùng nấu ăn tối, đổ bánh xèo với gia đình cô Út Trinh, sau đó thưởng thức bữa tối với những “chiến lợi phẩm” vừa bắt được trong không gian miệt vườn. Sau bữa ăn tối, đoàn sẽ thưởng thức và giao lưu Đờn ca tài tử. Trong cái không gian yên tĩnh, nghe những câu hò điệu lý và vài bài vọng cổ mới cảm nhận hết cái “tình” của người miền Tây. Trải nghiệm một đêm tại nhà Út Trinh trong không gian yên bình, lắng nghe âm thanh của côn trùng rả rích hay chỉ đơn giản là một đêm thư thả giữa miền quê mộc mạc.   Ngày 2 - MANG THÍT - KHÁM PHÁ VƯƠNG QUỐC ĐỎ - LONG HỒ - TP. HCM (Ăn sáng, trưa)  Trong không khí trong lành của buổi sáng sớm cùng tiếng gà gáy sáng sẽ đánh thức Quý khách thức dậy để tập thể dục hay dạo quanh vườn, tận hưởng không khí trong lành tinh sương.  Trở về phòng, chuẩn bị hành lí để trả phòng, chia tay gia đình cô Út Trinh, đoàn lên tàu thưởng thức bữa ăn sáng tuyệt vời trên sông nước khi tàu xuôi dòng Cổ Chiên để đến tham quan Vương Quốc Đỏ. Nơi đây được mệnh danh là “Di sản đương đại” hay “Kho báu lộ thiên”. Cùng ngắm nhìn hàng trăm lò gạch nối tiếp nhau dọc theo tuyến Kênh Thầy Cai, Quý khách được dịp tìm hiểu về thời vàng son của nghề gạch gốm Mang Thít với biết bao thăng trầm theo dòng lịch sử.  Thưởng thức tách trà nóng và vài loại bánh dân gian khi tàu chạy về hướng Kênh Long Hồ, nơi nổi tiếng là dòng sông quê của nhiều nguyên thủ quốc gia qua nhiều thời đại khác nhau. Tàu cập bến Chợ Vĩnh Long, khách đi bộ vào chợ Vĩnh Long, tham quan cảnh buôn bán với rất nhiều loại trái cây miệt vườn và hải sản sông Mekong… Khởi hành về TP. HCM, kết thúc hành trình tại điểm đón ban đầu.  Lưu ý: đây là chương trình du lịch trọn gói, Vietravel không có trách nhiệm hoàn trả chi phí chênh lệch cho các khách hàng thuộc diện miễn giảm hoặc đối tượng ưu tiên như trẻ nhỏ, người lớn tuổi, người có công với cách mạng… Chính sách miễn giảm, ưu tiên (nếu có) chỉ dành cho khách lẻ của các điểm tham quan.  YÊU CẦU KHÁCH DU LỊCH:   Đã tiêm đủ 2 mũi (có thẻ xanh) sau 14 ngày  Đến từ vùng xanh, vàng (cấp độ 1,2) Khai báo y tế cho homestay để báo cho Y tế xã. Khi có triệu chứng như thân nhiệt cao, sốt, ho, sổ mũi, mất chức năng khứu giác (không ngửi được mùi) khách không được đến tham quan, lưu trú và sẽ được yêu cầu test nhanh, cách ly tại chỗ. Lưu ý: Việc điều chỉnh yêu cầu xét nghiệm covid và mũi tiêm có thể sẽ thay đổi theo quy định hiện hành của Cơ quan Quản lý Nhà nước có thẩm quyền. Vui lòng liên hệ nhân viên tư vấn để biết thêm chi tiết."
"Miền Tây - Vĩnh Long - Trải nghiệm Homestay Út Trinh - Làng Gốm Mang Thít","9"," NDSGN832-015-040622XE-D","1,990,000","tfd_201224034059_453934-001.jpg","tfd_211015061132_378725-001.jpg","dc_211015_UT%20TRINH%202%20(3)-001.jpg","Ngày 1 - TP. HCM - VĨNH LONG - ÚT TRINH HOMESTAY - ĐẠP XE TRẢI NGHIỆM MIỆT VƯỜN TRÊN CÙ LAO AN BÌNH (Ăn trưa, chiều) Quý khách tập trung tại Vietravel (190 Pasteur, Quận 3, TP. HCM). Đoàn khởi hành đi miền Tây theo tuyến cao tốc Trung Lương ngắm nhìn những cánh đồng lúa và màu xanh vườn tược hai bên đường. Tiếp tục theo QL1 A vượt cầu Cầu Mỹ Thuận - cây cầu treo đầu tiên tại Việt Nam, niềm tự hào của người dân đồng bằng sông Cửu Long. Đến Vĩnh Long, nhân viên Út Trinh Homestay đón chào Quý khách tại bến tàu du lịch  Tiếp tục lên tàu lớn, xuôi dòng Cổ Chiên đến với cù lao Minh, đoàn sẽ đến nhà vườn Út Trinh để thưởng thức bữa trưa với các món ngon của miền sông nước. Sau khi ăn trưa, đoàn nhận phòng tại homestay, nghỉ ngơi. Buổi chiều, đoàn đạp xe quanh làng tìm hiểu cuộc sống của người dân trên Cù lao An Bình.  Quý khách đừng quên dừng ở một góc chợ hay giữa nhịp cầu để ghi lại những hình ảnh thật đẹp bên nhau… ở một khung cảnh thực sự khác xa chốn phố thị ồn ào thường ngày. Về lại homestay, thay quần áo bà ba đen để tham gia tát mương bắt cá… Cái cảm giác lần đầu bước xuống bùn đất phù sa Mekong và bắt được con cá làm ta cảm thấy rất lạ và rất vui! Đoàn tắm rửa (có thể tắm sông, có áo phao). Quý khách vào bếp cùng nấu ăn tối, đổ bánh xèo với gia đình cô Út Trinh, sau đó thưởng thức bữa tối với những “chiến lợi phẩm” vừa bắt được trong không gian miệt vườn. Sau bữa ăn tối, đoàn sẽ thưởng thức và giao lưu Đờn ca tài tử. Trong cái không gian yên tĩnh, nghe những câu hò điệu lý và vài bài vọng cổ mới cảm nhận hết cái “tình” của người miền Tây. Trải nghiệm một đêm tại nhà Út Trinh trong không gian yên bình, lắng nghe âm thanh của côn trùng rả rích hay chỉ đơn giản là một đêm thư thả giữa miền quê mộc mạc.   Ngày 2 - MANG THÍT - KHÁM PHÁ VƯƠNG QUỐC ĐỎ - LONG HỒ - TP. HCM (Ăn sáng, trưa)  Trong không khí trong lành của buổi sáng sớm cùng tiếng gà gáy sáng sẽ đánh thức Quý khách thức dậy để tập thể dục hay dạo quanh vườn, tận hưởng không khí trong lành tinh sương.  Trở về phòng, chuẩn bị hành lí để trả phòng, chia tay gia đình cô Út Trinh, đoàn lên tàu thưởng thức bữa ăn sáng tuyệt vời trên sông nước khi tàu xuôi dòng Cổ Chiên để đến tham quan Vương Quốc Đỏ. Nơi đây được mệnh danh là “Di sản đương đại” hay “Kho báu lộ thiên”. Cùng ngắm nhìn hàng trăm lò gạch nối tiếp nhau dọc theo tuyến Kênh Thầy Cai, Quý khách được dịp tìm hiểu về thời vàng son của nghề gạch gốm Mang Thít với biết bao thăng trầm theo dòng lịch sử.  Thưởng thức tách trà nóng và vài loại bánh dân gian khi tàu chạy về hướng Kênh Long Hồ, nơi nổi tiếng là dòng sông quê của nhiều nguyên thủ quốc gia qua nhiều thời đại khác nhau. Tàu cập bến Chợ Vĩnh Long, khách đi bộ vào chợ Vĩnh Long, tham quan cảnh buôn bán với rất nhiều loại trái cây miệt vườn và hải sản sông Mekong… Khởi hành về TP. HCM, kết thúc hành trình tại điểm đón ban đầu.  Lưu ý: đây là chương trình du lịch trọn gói, Vietravel không có trách nhiệm hoàn trả chi phí chênh lệch cho các khách hàng thuộc diện miễn giảm hoặc đối tượng ưu tiên như trẻ nhỏ, người lớn tuổi, người có công với cách mạng… Chính sách miễn giảm, ưu tiên (nếu có) chỉ dành cho khách lẻ của các điểm tham quan.  YÊU CẦU KHÁCH DU LỊCH:   Đã tiêm đủ 2 mũi (có thẻ xanh) sau 14 ngày  Đến từ vùng xanh, vàng (cấp độ 1,2) Khai báo y tế cho homestay để báo cho Y tế xã. Khi có triệu chứng như thân nhiệt cao, sốt, ho, sổ mũi, mất chức năng khứu giác (không ngửi được mùi) khách không được đến tham quan, lưu trú và sẽ được yêu cầu test nhanh, cách ly tại chỗ. Lưu ý: Việc điều chỉnh yêu cầu xét nghiệm covid và mũi tiêm có thể sẽ thay đổi theo quy định hiện hành của Cơ quan Quản lý Nhà nước có thẩm quyền. Vui lòng liên hệ nhân viên tư vấn để biết thêm chi tiết."
"Miền Tây - Vĩnh Long - Trải nghiệm Homestay Út Trinh - Làng Gốm Mang Thít","9"," NDSGN832-016-180622XE-D","1,990,000","","","",""
"Miền Tây - Sóc Trăng - Bạc Liêu -Check-in tại Cánh đồng điện gió - Nhà thờ Cha Diệp (trong ngày)","6"," NDCTH826-010-220522XE-H","690,000","tfd_220301101442_327531.jpg","dc_220301_Nha%20tho%20Tac%20say%20(1).jpg","dc_220301_CHUA%20DOI.jpg","Ngày 1 - CẦN THƠ - SÓC TRĂNG - BẠC LIÊU (Ăn trưa) Xe và hướng dẫn viên đón Quý khách tại Vietravel Cần Thơ, đoàn khởi hành đi Sóc Trăng. Đến Sóc Trăng, tham quan: - Chùa Som Rong: ngôi chùa khmer tuyệt đẹp ở Sóc Trăng, là địa điểm check in không thể bỏ qua khi đến đây. - Chùa Mã Tộc (Chùa Dơi): xây dựng cách đây hơn 400 năm và là nơi trú ẩn của hàng ngàn những con dơi lớn nhỏ. Đoàn khởi hành đến Bạc Liêu, xe đưa Quý khách tham quan: - Nhà công tử Bạc Liêu: do kỹ sư người Pháp thiết kế vào năm 1919, đây được xem là ngôi biệt thự bề thế nhất ở Nam kỳ lục tỉnh lúc bấy giờ. Đoàn nghe kể về giai thoại vàng son một thời của cậu Ba Huy - người được mệnh danh là “Công tử Bạc Liêu”. - Khu lưu niệm nghệ thuật Đờn Ca Tài Tử Nam Bộ và cố nhạc sĩ Cao Văn Lầu: một công trình khái quát về thân thế, sự nghiệp của cố nhạc sĩ Cao Văn lầu, ghi nhận công lao và tôn vinh những đóng góp to lớn của ông cho nghệ thuật Đờn ca tài tử Nam bộ và là người sản sinh ra bản Dạ cổ Hoài lang bất hủ. - Quý khách viếng Quan Âm Phật đài Mẹ Nam Hải: ngôi chùa linh thiêng nổi tiếng của tỉnh Bạc Liêu. Du khách đến đây vâng hương lễ phật, cầu phước lành cho gia đình và người thân.  Bước vào cổng chùa, đập vào mắt khách du lịch là pho tượng Quan Thế Âm Bồ Tát cao 11m đứng uy nghi giữa một không gian thoáng đãng hướng nhìn ra biển Đông. - Cánh Đồng Điện Gió: chiêm ngưỡng vẻ đẹp những tua-bin gió khổng lồ cao hơn 80 m sừng sững trên nền trời xanh với ý nghĩa tạo một nguồn năng lượng sạch vô tận trên mặt biển, giảm thiểu tác động gây hiệu ứng nhà kính… Vào những ngày thời tiết đẹp, Quý khách có thể bắt trọn khoảnh khắc hoàng hôn đẹp nao lòng khiến du khách như lạc giữa trời Âu.  - Nhà thờ Tắc Sậy: nơi đây gắn liền với những câu chuyện cảm động về cuộc đời của cha Trương Bửu Diệp. Đoàn khởi hành về lại Cần Thơ. Chiều về đến Cần Thơ. Đưa Quý khách về điểm đón ban đầu. Kết thúc chương trình du lịch.   Điều kiện nhận khách - Quý khách đã hoàn thành tiêm 2 mũi vaccine ngừa Covid-19 và có thẻ xanh hoặc giấy xác nhận tiêm chủng (mũi thứ 2 đủ 14 ngày so với ngày khởi hành) hoặc Quý khách đã khỏi bệnh có giấy xác nhận trong vòng 6 tháng. - Quý khách chưa tiêm có giấy chứng nhận kết quả PCR/ test nhanh âm tính hiệu lực trong vòng 72H áp dụng cho cả người lớn/ trẻ em. Lưu ý: Việc điều chỉnh yêu cầu xét nghiệm covid và mũi tiêm có thể sẽ thay đổi theo quy định hiện hành của Cơ quan Quản lý Nhà nước có thẩm quyền. Vui lòng liên hệ nhân viên tư vấn để biết thêm chi tiết."
"Miền Tây: Cần Thơ - Sóc Trăng - Bạc Liêu - Cà Mau - Đất Mũi","6"," NDCTH726-010-220522XE-D","3,490,000","","","",""
"Miền Tây: Cần Thơ - Sóc Trăng - Bạc Liêu - Cà Mau - Đất Mũi","6"," NDCTH726-011-270522XE-D","3,490,000","","","",""
"Miền Tây: Cần Thơ - Sóc Trăng - Bạc Liêu - Cà Mau - Đất Mũi","6"," NDCTH726-012-050622XE-D","3,490,000","","","",""
"Miền Tây: Cần Thơ - Sóc Trăng - Bạc Liêu - Cà Mau - Đất Mũi","6"," NDCTH726-013-100622XE-D","3,490,000","","","",""
"Miền Tây: Cần Thơ - Sóc Trăng - Bạc Liêu - Cà Mau - Đất Mũi","6"," NDCTH726-014-190622XE-D","3,490,000","","","",""
"Miền Tây - Cần Thơ - Sóc Trăng - Bạc Liêu - Cà Mau - Đất Mũi (khách sạn tương đương 4*,5*)","9"," NDSGN846-018-260522XE-D","3,990,000","","","",""
"Miền Tây - Cần Thơ - Sóc Trăng - Bạc Liêu - Cà Mau - Đất Mũi (khách sạn tương đương 4*,5*)","9"," NDSGN846-040-020622XE-D","3,990,000","","","",""
"Miền Tây - Cần Thơ - Sóc Trăng - Bạc Liêu - Cà Mau - Đất Mũi (khách sạn tương đương 4*,5*)","8"," NDSGN846-019-040622XE-D","3,990,000","","","",""
"Miền Tây - Cần Thơ - Sóc Trăng - Bạc Liêu - Cà Mau - Đất Mũi (khách sạn tương đương 4*,5*)","8"," NDSGN846-050-070622XE-D","3,990,000","","","",""
"Miền Tây - Cần Thơ - Sóc Trăng - Bạc Liêu - Cà Mau - Đất Mũi (khách sạn tương đương 4*,5*)","8"," NDSGN846-020-090622XE-D","3,990,000","","","",""
"Miền Tây - Cần Thơ - Sóc Trăng - Bạc Liêu - Cà Mau - Đất Mũi (khách sạn tương đương 4*,5*)","9"," NDSGN846-041-110622XE-D","3,990,000","","","",""
"Miền Tây - Cần Thơ - Sóc Trăng - Bạc Liêu - Cà Mau - Đất Mũi (khách sạn tương đương 4*,5*)","9"," NDSGN846-042-160622XE-D","3,990,000","","","",""
"Miền Tây - Cần Thơ - Sóc Trăng - Bạc Liêu - Cà Mau - Đất Mũi (khách sạn tương đương 4*,5*)","8"," NDSGN846-021-180622XE-D","3,990,000","","","",""
"Miền Tây - Cần Thơ - Sóc Trăng - Bạc Liêu - Cà Mau - Đất Mũi (khách sạn tương đương 4*,5*)","8"," NDSGN846-051-210622XE-D","3,990,000","","","",""
